Latitude;Longitude;Type;StationID;StationName;MLLW;MLW;MSL;MHW;MHHW;NGVD;NAVD
39.0267;-76.5333;Sub;xTide_0436;Brewer Point, Severn River, Maryland;0.0;-0.06398;-0.22657;-0.38006;-0.45313;0.00064;-0.24544
39.163;-76.3897;Sub;xTide_0437;Brewerton Channel Eastern Ext., Buoy '7' (Depth 14ft), Chesapeake Bay, Maryland Current;0.0;-0.06649;-0.23043;-0.38986;-0.48161;-0.00164;-0.26142
32.5783;-80.67;Sub;xTide_0438;Briars Creek ent., Wimbee Creek, Bull River, Coosaw River, South Carolina;0.0;-0.06500;-1.19700;-2.01301;-2.10998;-0.89510;-1.17393
32.4733;-80.6917;Sub;xTide_0439;Brickyard Creek (Depth 10ft), Port Royal Sound, South Carolina Current;0.0;-0.07199;-1.39002;-2.44970;-2.56422;-1.12200;-1.40455
32.6133;-80.4817;Sub;xTide_0440;Brickyard Ferry, swing bridge, Ashepoo River, South Carolina;0.0;-0.06520;-0.90928;-1.63270;-1.70955;-0.53956;-0.82366
32.4933;-80.685;Sub;xTide_0441;Brickyard Point, Brickyard Creek, Coosaw River, South Carolina;0.0;-0.06832;-1.42412;-2.48729;-2.60166;-1.14838;-1.43067
39.9833;-75.075;Sub;xTide_0442;Bridesburg, Philadelphia, Pennsylvania;0.0;-0.06093;-1.04149;-2.00040;-2.11886;-0.56918;-0.89852
27.6933;-82.68;Sub;xTide_0443;Bridge, 0.8 mi. south of Maximo Pt., Florida Current;0.0;-0.10818;-0.34398;-0.56697;-0.64936;-0.17144;-0.46055
40.0283;-74.9317;Sub;xTide_0444;Bridgeboro, Rancocas Creek, New Jersey;0.0;-999999;-999999;-999999;-999999;-999999;-999999
41.1733;-73.1817;Ref;xTide_0445;Bridgeport Harbor, Bridgeport, Connecticut;0.0;-0.07395;-1.10367;-2.12854;-2.23049;-0.83755;-1.17065
39.8067;-75.355;Sub;xTide_0446;Bridgeport, Raccoon Creek, New Jersey;0.0;-999999;-999999;-999999;-999999;-999999;-999999
40.105;-74.055;Sub;xTide_0447;Brielle, Route 35 bridge, Manasquan River, New Jersey;0.0;-999999;-999999;-999999;-999999;-999999;-999999
39.435;-74.3633;Sub;xTide_0448;Brigantine Channel @ Hoffman Thorofare, New Jersey;0.0;-0.04577;-0.61032;-1.15065;-1.26153;-0.27687;-0.66293
45.67;-123.925;Sub;xTide_0449;Brighton, Nehalem River, Oregon;0.0;-0.42770;-1.39760;-2.36830;-2.58620;-1.28398;-0.22551
41.6367;-71.255;Ref;xTide_0450;Bristol Ferry, Narragansett Bay, Rhode Island;0.0;-0.04999;-0.61606;-1.29202;-1.36803;-0.44526;-0.70739
41.6967;-71.2933;Sub;xTide_0451;Bristol Highlands, Narragansett Bay, Rhode Island;0.0;-0.05195;-0.69695;-1.34335;-1.41935;-0.52818;-0.78546
41.6683;-71.28;Sub;xTide_0452;Bristol, Bristol Harbor, Narragansett Bay, Rhode Island;0.0;-0.04900;-0.68215;-1.31657;-1.40145;-0.51110;-0.77099
36.9017;-76.0617;Sub;xTide_0453;Broad Bay Canal, Lynnhaven Bay, Virginia;0.0;-0.03470;-0.24511;-0.45788;-0.51611;-0.12159;-0.37594
54.0646;-165.9371;Ref;xTide_0454;Broad Bight, Akutan Island, Aleutian Islands, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.185;-80.7533;Sub;xTide_0455;Broad Creek, Hilton Head Island, South Carolina;0.0;-0.07100;-1.25900;-2.35100;-2.47400;-1.06435;-1.34575
32.3817;-80.7767;Sub;xTide_0456;Broad River Bridge, S of, Broad River (Depth 15ft), South Carolina Current;0.0;-0.06233;-1.31734;-2.32060;-2.43317;-1.06789;-1.35174
32.2317;-80.64;Sub;xTide_0457;Broad River Entrance, Point Royal Sound (Depth 15ft), South Carolina Current;0.0;-0.06300;-1.06160;-1.97882;-2.10812;-0.85803;-1.14060
40.8733;-73.9117;Sub;xTide_0458;Broadway Bridge, Harlem River, New York Current;0.0;-0.05697;-0.60102;-1.22089;-1.31249;-0.28449;-0.60287
55.9668;-133.3048;Sub;xTide_0459;Brockman Island, east of, El Capitan Passage, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
41.55;-70.285;Sub;xTide_0460;Broken Ground-Horseshoe Shoal, between, Nantucket Sound, Massachusetts Current;0.0;-0.07590;-0.56171;-1.00665;-1.10027;-0.38693;-0.65530
40.8017;-73.8267;Sub;xTide_0461;Bronx-Whitestone Bridge, East of (Depth 14ft), East River, New York Current;0.0;-0.08937;-1.16859;-2.23821;-2.34778;-0.89365;-1.22408
42.0433;-124.285;Sub;xTide_0462;Brookings, Chetco Cove, Oregon;0.0;-0.40140;-1.18903;-2.00046;-2.21873;-1.22354;-0.14765
40.706;-73.9975;Sub;xTide_0463;Brooklyn Bridge (Depth 15ft), East River, New York Current;0.0;-0.06233;-0.76963;-1.40850;-1.52175;-0.53099;-0.86776
40.7033;-74;Sub;xTide_0464;Brooklyn Bridge, 0.1 mile southwest of, East River, New York Current;0.0;-0.06275;-0.78089;-1.42690;-1.53759;-0.53637;-0.87353
40.7033;-73.995;Ref;xTide_0465;Brooklyn Bridge, East River, New York;0.0;-0.06091;-0.78204;-1.43872;-1.55134;-0.55413;-0.89112
38.395;-76.5542;Sub;xTide_0466;Broomes Island, 0.4 mile south of, Patuxent River, Maryland Current;0.0;-0.08379;-0.28378;-0.48751;-0.59625;-0.06360;-0.31177
38.415;-76.545;Sub;xTide_0467;Broomes Island, Patuxent River, Maryland;0.0;-0.08540;-0.28685;-0.49260;-0.60435;-0.06562;-0.31495
31.31;-81.4133;Sub;xTide_0468;Broughton Island (south) (Depth 9ft), Buttermilk Sound, Altamaha Sound, Georgia Current;0.0;-0.07030;-1.19080;-2.18370;-2.28450;-1.02844;-1.32724
32.41;-80.885;Sub;xTide_0469;Broughton Point, Hazzard Creek, Broad River, South Carolina;0.0;-999999;-999999;-999999;-999999;-999999;-999999
56.8833;-132.8;Sub;xTide_0470;Brown Cove, Frederick Sound, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
36.875;-76.0617;Sub;xTide_0471;Brown Cove, Lynnhaven Bay, Virginia;0.0;-0.03004;-0.27761;-0.55484;-0.58668;-0.16434;-0.40850
33.15;-79.3333;Sub;xTide_0472;Brown Island, South Santee River, South Carolina;0.0;-0.05150;-0.73040;-1.39501;-1.49864;-0.44175;-0.74489
37.3;-76.4;Sub;xTide_0473;Browns Bay, Mobjack Bay, Virginia;0.0;-0.05390;-0.40490;-0.75940;-0.80450;-0.15088;-0.50634
47.6517;-122.615;Sub;xTide_0474;Brownsville, Port Orchard, Puget Sound, Washington;0.0;-0.89100;-2.11000;-3.33900;-3.60700;-1.87604;-0.80605
31.115;-81.4767;Sub;xTide_0475;Brunswick River Bridge, southeast of (Depth 13ft), St. Simons Sound, Georgia Current;0.0;-0.06652;-1.17555;-2.19559;-2.30765;-1.03596;-1.34077
31.115;-81.4767;Sub;xTide_0476;Brunswick River Bridge, southeast of (Depth 21ft), St. Simons Sound, Georgia Current;0.0;-0.06652;-1.17555;-2.19559;-2.30765;-1.03596;-1.34077
31.1117;-81.4733;Sub;xTide_0477;Brunswick River, off Quarantine Dock, St. Simons Sound, Georgia Current;0.0;-0.06858;-1.17336;-2.19314;-2.30444;-1.03391;-1.33958
43.9217;-69.9633;Sub;xTide_0478;Brunswick, Androscoggin River, Kennebec River, Maine;0.0;-999999;-999999;-999999;-999999;-999999;-999999
31.1383;-81.4967;Sub;xTide_0479;Brunswick, off Prince Street Dock, St. Simons Sound, Georgia Current;0.0;-0.06675;-1.21398;-2.23295;-2.34485;-1.06158;-1.37060
36.8617;-76.115;Sub;xTide_0480;Buchanan Creek entrance, Lynnhaven Bay, Virginia;0.0;-0.03005;-0.30575;-0.61100;-0.67220;-0.18945;-0.43416
33.04;-79.56;Sub;xTide_0481;Buck Hall, Awendaw Creek, Bulls Bay, South Carolina;0.0;-0.05440;-0.81000;-1.54370;-1.65640;-0.60972;-0.90779
40.7783;-124.197;Sub;xTide_0482;Bucksport, Humboldt Bay, California;0.0;-0.38486;-1.14472;-1.90095;-2.12488;-1.18420;-0.17207
44.5717;-68.8017;Sub;xTide_0483;Bucksport, Penobscot River, Maine;0.0;-0.10928;-1.81667;-3.51415;-3.64806;-1.67285;-1.89111
33.6467;-79.095;Ref;xTide_0484;Bucksport, Waccamaw River, South Carolina;0.0;-0.05166;-0.43294;-0.70369;-0.73976;0.15262;-0.15038
47.0983;-122.895;Ref;xTide_0485;Budd Inlet, south of Gull Harbor, Washington;0.0;-0.93700;-2.53498;-4.12598;-4.41402;-2.26485;-1.23366
29.595;-81.6817;Ref;xTide_0486;Buffalo Bluff, St. Johns River, Florida;0.0;-0.02400;-0.17803;-0.33899;-0.34602;0.11309;-0.17302
31.215;-81.5833;Sub;xTide_0487;Buffalo River entrance, Turtle River, Georgia;0.0;-0.06896;-1.27196;-2.33266;-2.44326;-1.09825;-1.40272
52.0383;-175.98;Sub;xTide_0488;Bugle Point, Great Sitkin Island, Aleutian Islands, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
30.1903;-93.3007;Ref;xTide_0489;Bulk Terminal, Louisiana;0.0;-0.05595;-0.21695;-0.36093;-0.38995;-0.13322;-0.10100
33.5967;-79.0983;Sub;xTide_0490;Bull Creek entrance, Waccamaw River, South Carolina;0.0;-0.05085;-0.45261;-0.71171;-0.74521;0.22239;-0.08665
32.165;-80.8567;Sub;xTide_0491;Bull Creek, Bull Island South, Cooper River, South Carolina;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.2;-80.815;Sub;xTide_0492;Bull Island North, May River, South Carolina;0.0;-0.06660;-1.23460;-2.25500;-2.37570;-0.98223;-1.26343
41.48;-71.35;Sub;xTide_0493;Bull Point, east of (Depth 10ft), Narragansett Bay, Rhode Island Current;0.0;-0.04332;-0.52242;-1.07282;-1.14808;-0.34304;-0.61453
32.0183;-80.94;Sub;xTide_0494;Bull River, 2 miles below hwy. bridge, Wassaw Sound, Georgia Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
27.647;-82.7395;Sub;xTide_0495;Bunces Pass (West of Bayway bridge), Tampa Bay, Florida Current;0.0;-0.11049;-0.34647;-0.57169;-0.65683;-0.17960;-0.46867
38.1389;-75.1835;Ref;xTide_0496;Buntings Bridge, Chincoteague Bay, Maryland;0.0;-0.03320;-0.11770;-0.19530;-0.21900;0.04260;-0.19731
32.872;-79.8655;Sub;xTide_0497;Buoy '19', off Nowell Creek, Wando River, Charleston Harbor, South Carolina Current;0.0;-0.06140;-0.96505;-1.78605;-1.88940;-0.71667;-1.01640
40.0817;-74.8697;Ref;xTide_0498;Burlington, Delaware River, New Jersey;0.0;-0.06269;-1.20060;-2.25275;-2.36706;-0.69329;-1.01943
47.1217;-123.0567;Sub;xTide_0499;Burns Point, Totten Inlet, Puget Sound, Washington;0.0;-0.91940;-2.52240;-4.12170;-4.41860;-2.28102;-1.24076
31.9217;-81.08;Sub;xTide_0500;Burnside Island, SE of, Burnside River (Depth 10ft), Wassaw Sound, Georgia Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
44.145;-68.45;Sub;xTide_0501;Burnt Coat Harbor, Swans Island, Maine;0.0;-0.11398;-1.60047;-3.07250;-3.19816;-1.48470;-1.68436
30.95;-81.9;Sub;xTide_0502;Burnt Fort, Satilla River, Georgia;0.0;-999999;-999999;-999999;-999999;-999999;-999999
43.8717;-69.295;Sub;xTide_0503;Burnt Island, Georges Islands, Maine;0.0;-0.10939;-1.50886;-2.87543;-3.00179;-1.36869;-1.58174
31.9683;-81.0533;Sub;xTide_0504;Burntpot Island, west of, Skidaway River (Depth 6ft), Wassaw Sound, Georgia Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
56.0383;-131.095;Ref;xTide_0505;Burrough Bay, Behm Canal, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
48.46;-122.695;Sub;xTide_0506;Burrows Bay (Allan Island), Washington;0.0;-0.73749;-1.44494;-2.18035;-2.38203;-1.27069;-0.11832
48.4628;-122.6828;Sub;xTide_0507;Burrows Bay, 0.5 mile east of Allan I, Rosario Strait, Washington Current;0.0;-0.74394;-1.44665;-2.18402;-2.38678;-1.27013;-0.11765
48.4717;-122.6997;Sub;xTide_0508;Burrows I.-Allan I., Passage between, Rosario Strait, Washington Current;0.0;-0.74864;-1.44981;-2.18958;-2.39092;-1.27759;-0.12439
48.4833;-122.7333;Sub;xTide_0509;Burrows Island Light, 0.8 miles WNW of, Rosario Strait, Washington Current;0.0;-0.74477;-1.44893;-2.18899;-2.38830;-1.28489;-0.13062
47.395;-122.463;Sub;xTide_0510;Burton, Quartermaster Hbr. (inside), Vashon I., Puget Sound, Washington;0.0;-0.87320;-2.09350;-3.31741;-3.58932;-1.85894;-0.81106
37.0567;-76.6683;Ref;xTide_0511;Burwell Bay, James River, Virginia;0.0;-0.04266;-0.41063;-0.77956;-0.83762;-0.16495;-0.44069
37.0567;-76.6683;Sub;xTide_0512;Burwell Bay, James River, Virginia (sub);0.0;-0.04266;-0.41063;-0.77956;-0.83762;-0.16495;-0.44069
60.8983;-146.782;Sub;xTide_0513;Busby Island, Valdez Arm, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
48.0333;-122.6167;Sub;xTide_0514;Bush Point Light, 0.5 mile NW of, Admiralty Inlet, Washington Current;0.0;-0.82505;-1.70644;-2.60963;-2.85294;-1.52516;-0.42167
48.0333;-122.607;Sub;xTide_0515;Bush Point, Whidbey Island, Admiralty Inlet, Washington;0.0;-0.82400;-1.71000;-2.61200;-2.85000;-1.52992;-0.42110
39.3567;-76.2567;Sub;xTide_0516;Bush River, 0.4 mi. SW of Bush Point, Maryland Current;0.0;-0.06004;-0.25876;-0.42663;-0.53056;-0.01505;-0.26858
56.2767;-132.985;Ref;xTide_0517;Bushy Island, Snow Passage, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
33.4167;-79.212;Sub;xTide_0518;Butler Island, 0.3 mile south of, Winyah Bay, South Carolina Current;0.0;-0.03987;-0.60467;-1.11253;-1.18483;-0.22796;-0.53507
40.6883;-74.0133;Sub;xTide_0519;Buttermilk Channel (SEE CAUTION NOTE) (Depth 15ft), East River, New York Current;0.0;-0.06374;-0.81664;-1.48479;-1.58441;-0.54689;-0.88592
40.6858;-74.0135;Sub;xTide_0520;Buttermilk Channel, East River, New York Current;0.0;-0.06414;-0.80880;-1.48369;-1.58464;-0.53905;-0.87824
31.415;-81.375;Sub;xTide_0521;Buzzard Roost Creek (Depth 13ft), Doboy Sound, Georgia Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.4567;-80.8183;Sub;xTide_0522;Byrd Creek Entrance, SE of, Broad River (Depth 12ft), South Carolina Current;0.0;-0.05939;-1.38193;-2.42071;-2.53284;-1.08943;-1.37294
30.8817;-81.5133;Sub;xTide_0523;Cabin Bluff, Cumberland River, St. Andrews Sound, Georgia Current;0.0;-0.06671;-1.13935;-2.12331;-2.23278;-0.95366;-1.30606
55.35;-133.4167;Sub;xTide_0524;Cabras Islands, 1 mile west of, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
33.7067;-118.273;Sub;xTide_0525;Cabrillo Beach, California;0.0;-0.28590;-0.85980;-1.44563;-1.67070;-0.81075;-0.07488
29.0633;-90.8067;Sub;xTide_0526;Caillou Boca, Louisiana;0.0;-0.03340;-0.23994;-0.41196;-0.43977;-0.17113;-0.15543
32.9267;-79.83;Ref;xTide_0527;Cainhoy, Wando River, South Carolina;0.0;-0.05900;-1.07897;-1.89296;-1.99800;-0.79306;-1.09224
37.4667;-122.067;Sub;xTide_0528;Calaveras Point, west of, San Francisco Bay, California;0.0;-999999;-999999;-999999;-999999;-999999;-999999
29.7682;-93.3429;Ref;xTide_0529;Calcasieu Pass, East Jetty, Louisiana;0.0;-0.16737;-0.37009;-0.56470;-0.59892;-0.25649;-0.24218
32.1533;-80.795;Sub;xTide_0530;Calibogue Cay, Broad Creek, Hilton Head Island, South Carolina;0.0;-0.06570;-1.18982;-2.20055;-2.31888;-0.95960;-1.24184
32.3167;-80.8417;Sub;xTide_0531;Callawassie Creek, Colleton River, South Carolina;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.3417;-80.8567;Sub;xTide_0532;Callawassie Island Bridge, Colleton River, South Carolina;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.3133;-80.86;Sub;xTide_0533;Callawassie Island, south, Colleton River, South Carolina;0.0;-0.07092;-1.43979;-2.51948;-2.64001;-1.18376;-1.46629
38.5797;-76.0612;Sub;xTide_0534;Cambridge hwy. bridge, W. of Swing Span (Depth 18ft), Choptank River, Maryland Current;0.0;-0.06726;-0.30914;-0.55445;-0.62356;-0.10113;-0.33636
38.5733;-76.0683;Ref;xTide_0535;Cambridge, Choptank River, Maryland;0.0;-0.06537;-0.30940;-0.55642;-0.62275;-0.10130;-0.33688
29.21;-90.04;Sub;xTide_0536;Caminada Pass (bridge), Louisiana;0.0;-0.00100;-0.15000;-0.30000;-0.30200;-0.10434;-0.06175
59.6933;-149.748;Ref;xTide_0537;Camp Cove, Harris Peninsula, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
43.4617;-70.3817;Ref;xTide_0538;Camp Ellis, Saco River Entrance, Maine;0.0;-0.10196;-1.46982;-2.81931;-2.95021;-1.30236;-1.52226
55.2833;-129.9833;Sub;xTide_0539;Camp Point, Portland Canal, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
34.1203;-77.9363;Sub;xTide_0540;Campbell Island, east side (Depth 16ft), Cape Fear River, North Carolina Current;0.0;-0.04716;-0.72054;-1.34668;-1.43260;-0.44009;-0.75530
34.1203;-77.9363;Sub;xTide_0541;Campbell Island, east side (Depth 26ft), Cape Fear River, North Carolina Current;0.0;-0.04716;-0.72054;-1.34668;-1.43260;-0.44009;-0.75530
34.1203;-77.9363;Sub;xTide_0542;Campbell Island, east side (Depth 6ft), Cape Fear River, North Carolina Current;0.0;-0.04716;-0.72054;-1.34668;-1.43260;-0.44009;-0.75530
32.8133;-80.4067;Sub;xTide_0543;Canaday Landing, south of, Edisto River, South Edisto River, South Carolina;0.0;-0.02100;-0.14800;-0.27700;-0.30800;1.20809;0.91860
40.63;-73.885;Sub;xTide_0544;Canarsie, Jamaica Bay, New York;0.0;-0.06160;-0.86307;-1.65757;-1.76401;-0.59304;-0.93068
28.4083;-80.6017;Ref;xTide_0545;Canaveral Harbor Entrance, Florida;0.0;-0.05235;-0.56767;-1.07335;-1.17945;-0.45198;-0.86335
31.8167;-81.15;Sub;xTide_0546;Cane Patch Creek entrance, Georgia;0.0;-999999;-999999;-999999;-999999;-999999;-999999
57.3067;-134.133;Sub;xTide_0547;Cannery Cove, Pybus Bay, Frederick Sound, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
57.8467;-136.422;Sub;xTide_0548;Canoe Cove, North Pass, Lisianski Strait and Inlet, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
28.1383;-80.5783;Sub;xTide_0549;Canova Beach, Florida;0.0;-0.06200;-0.58000;-1.08700;-1.21400;-0.46401;-0.89486
39.4617;-75.4033;Sub;xTide_0550;Canton, Stow Creek, Delaware River, New Jersey;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.2333;-133.55;Sub;xTide_0551;Cape Bartolome, 2 miles east of, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
28.4333;-80.5667;Sub;xTide_0552;Cape Canaveral, Florida;0.0;-0.05111;-0.57120;-1.08777;-1.19829;-0.46920;-0.86015
37.2633;-76.02;Ref;xTide_0553;Cape Charles Harbor (USCG Wharf), Chesapeake Bay, Virginia;0.0;-999999;-999999;-999999;-999999;-999999;-999999
37.2633;-76.02;Sub;xTide_0554;Cape Charles Harbor (USCG Wharf), Chesapeake Bay, Virginia (sub);0.0;-999999;-999999;-999999;-999999;-999999;-999999
51.71;-177.145;Sub;xTide_0555;Cape Chlanak, Kanaga Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.0643;-163.5342;Ref;xTide_0556;Cape Chunak, Unimak Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
51.665;-177.637;Sub;xTide_0557;Cape Chunu, Kanaga Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
41.775;-70.535;Ref;xTide_0558;Cape Cod Canal (Sta. 115), Sagamore, Cape Cod Bay, Massachusetts;0.0;-0.09167;-1.34607;-2.50140;-2.62074;-1.25420;-1.51178
41.77;-70.5617;Ref;xTide_0559;Cape Cod Canal (Sta. 200), Bournedale, Cape Cod Bay, Massachusetts;0.0;-0.08295;-1.07420;-1.97374;-2.08425;-0.98575;-1.24259
41.745;-70.5933;Ref;xTide_0560;Cape Cod Canal (Sta. 320), Bourne Bridge, Cape Cod Bay, Massachusetts;0.0;-0.08231;-0.75946;-1.39279;-1.51043;-0.67706;-0.93405
41.7417;-70.6167;Ref;xTide_0561;Cape Cod Canal, RR. bridge, Buzzards Bay, Massachusetts;0.0;-0.06654;-0.55066;-1.11827;-1.21395;-0.46853;-0.72582
41.7717;-70.5067;Ref;xTide_0562;Cape Cod Canal, Sandwich, Cape Cod Bay, Massachusetts;0.0;-0.07000;-1.43686;-2.73381;-2.88068;-1.33210;-1.59073
58.3333;-158.7667;Sub;xTide_0563;Cape Constantine, 4 miles Southeast of, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
26.5633;-81.9333;Sub;xTide_0564;Cape Coral Bridge, Caloosahatchee River, Florida;0.0;-0.03681;-0.16254;-0.27616;-0.33151;0.04765;-0.31217
46.3;-124;Ref;xTide_0565;Cape Disappointment, Washington;0.0;-0.38600;-1.38270;-2.34360;-2.56450;-1.17821;-0.13845
33.85;-77.9667;Sub;xTide_0566;Cape Fear, North Carolina;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.3667;-133.3;Sub;xTide_0567;Cape Flores, 1 mile north of, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.35;-133.3167;Sub;xTide_0568;Cape Flores, Ulloa Channel, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
35.2233;-75.635;Ref;xTide_0569;Cape Hatteras (fishing pier), North Carolina;0.0;-0.03600;-0.49200;-0.94700;-1.05600;-0.29889;-0.62672
35.2333;-75.5167;Sub;xTide_0570;Cape Hatteras, North Carolina;0.0;-0.03620;-0.48380;-0.92874;-1.04082;-0.27498;-0.60080
26.745;-82.1517;Sub;xTide_0571;Cape Haze, 2.3 mi. S of, Charlotte Hbr, Florida Current;0.0;-0.08826;-0.26878;-0.44489;-0.50292;-0.11361;-0.46656
36.93;-76.0067;Sub;xTide_0572;Cape Henry, Virginia;0.0;-0.03840;-0.51611;-0.98010;-1.05800;-0.39813;-0.64797
60.2383;-146.648;Sub;xTide_0573;Cape Hinchinbrook, Hinchinbrook Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
38.9467;-74.9133;Sub;xTide_0574;Cape Island Creek, Cape May, New Jersey;0.0;-0.05730;-0.75216;-1.43161;-1.55967;-0.45340;-0.84990
60.3367;-151.38;Ref;xTide_0575;Cape Kasilof, Cook Inlet, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
67.0542;-163.3213;Ref;xTide_0576;Cape Krusenstern, Kotzebue Sound, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.75;-162.2;Sub;xTide_0577;Cape Lieskof, 3 miles west of, Aleutian Islands, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
34.6083;-76.5283;Sub;xTide_0578;Cape Lookout (ocean), North Carolina;0.0;-0.04498;-0.57199;-1.09201;-1.20101;-0.33973;-0.68227
34.6133;-76.5383;Ref;xTide_0579;Cape Lookout Bight, North Carolina;0.0;-0.04900;-0.66898;-1.28297;-1.39099;-0.46829;-0.81012
38.93;-74.935;Sub;xTide_0580;Cape May (ocean), New Jersey;0.0;-0.05190;-0.75310;-1.44675;-1.57665;-0.47075;-0.86206
38.9683;-74.96;Ref;xTide_0581;Cape May Canal, Cape May, Delaware Bay, New Jersey;0.0;-0.04911;-0.78432;-1.52686;-1.65984;-0.52340;-0.92120
38.9483;-74.8917;Sub;xTide_0582;Cape May Harbor, Cape May Inlet, New Jersey;0.0;-0.05217;-0.74702;-1.41983;-1.54770;-0.44953;-0.84512
38.9467;-74.9717;Sub;xTide_0583;Cape May Point, Sunset Beach, Delaware Bay, New Jersey;0.0;-0.04910;-0.77965;-1.50899;-1.63976;-0.50688;-0.89522
54.9283;-164.467;Sub;xTide_0584;Cape Mordvinof, Unimak Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
54.6;-132.6833;Sub;xTide_0585;Cape Muzon, 4 miles south from, Dixon Entrance, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
54.6667;-132.5333;Sub;xTide_0586;Cape Muzon, 5 miles east of, Cordova Bay, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
43.1667;-70.5933;Sub;xTide_0587;Cape Neddick, Maine;0.0;-0.10198;-1.43711;-2.75209;-2.88408;-1.29051;-1.52228
60.0167;-151.7167;Sub;xTide_0588;Cape Ninilchik, Cook Inlet, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
56.1667;-134.5167;Sub;xTide_0589;Cape Ommaney Light, 5 miles east of, Chatham Strait, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
41.4242;-70.4833;Sub;xTide_0590;Cape Poge Light, 1.4 miles west of, Nantucket Sound, Massachusetts Current;0.0;-0.05402;-0.43509;-0.71364;-0.79152;-0.25966;-0.52827
41.4;-70.4267;Sub;xTide_0591;Cape Poge Lt., 1.7 miles SSE of, Nantucket Sound, Massachusetts Current;0.0;-0.06391;-0.36205;-0.58692;-0.65847;-0.18363;-0.45415
41.4583;-70.4;Sub;xTide_0592;Cape Poge Lt., 3.2 miles northeast of, Nantucket Sound, Massachusetts Current;0.0;-0.06321;-0.45164;-0.76898;-0.84836;-0.27536;-0.54437
43.3667;-70.4317;Sub;xTide_0593;Cape Porpoise, Maine;0.0;-0.10371;-1.45861;-2.78501;-2.91482;-1.30890;-1.53994
33.1;-78.4333;Sub;xTide_0594;Cape Romain, 46 miles east of, South Carolina;0.0;-0.05260;-0.66413;-1.26496;-1.37539;-0.46182;-0.78765
33.025;-79.3483;Sub;xTide_0595;Cape Romain, South Carolina;0.0;-0.05370;-0.72510;-1.37970;-1.48980;-0.49555;-0.80042
25.8533;-81.675;Sub;xTide_0596;Cape Romano, Florida;0.0;-0.18295;-0.55895;-0.97495;-1.04895;-0.35818;-0.76067
25.1167;-81.0833;Sub;xTide_0597;Cape Sable, East Cape, Florida;0.0;-0.11848;-0.47582;-0.83229;-0.90014;-0.29526;-0.73340
52.8417;-169.043;Sub;xTide_0598;Cape Sagak, Umnak Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
54.6;-164.928;Ref;xTide_0599;Cape Sarichef, Unimak Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
52.1183;-174.207;Sub;xTide_0600;Cape Utalug (4 miles west of), Atka Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.3717;-80.605;Sub;xTide_0601;Capers Creek, Cowen Creek, St. Helena Island, Beaufort River, South Carolina;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.8567;-79.7067;Ref;xTide_0602;Capers Creek, South Capers Island, South Carolina;0.0;-0.05103;-0.78603;-1.50704;-1.62501;-0.63716;-0.93386
