SiteNumber;SiteName;Latitude;Longitude;SiteNumber2
01447800;Lehigh R bl Francis E Walter Res nr White Haven PA;41.1048062;-75.7321362;USGS01447800
01449000;Lehigh River at Lehighton, PA;40.8292587;-75.70518938;USGS01449000
01449360;Pohopoco Creek at Kresgeville, PA;40.8975919;-75.5024077;USGS01449360
01449790;Beltzville Lake near Parryville, PA;40.84898086;-75.6382436;USGS01449790
01449800;Pohopoco Cr bl Beltzville Dam nr Parryville, PA;40.84564756;-75.6457437;USGS01449800
01450500;Aquashicola Creek at Palmerton, PA;40.8062047;-75.5979643;USGS01450500
01451000;Lehigh River at Walnutport, PA;40.7570395;-75.60296388;USGS01451000
01451500;Little Lehigh Creek near Allentown, PA;40.5823197;-75.48296088;USGS01451500
01451650;Little Lehigh Creek at Tenth St. Br. at Allentown;40.59648637;-75.4740717;USGS01451650
01451800;Jordan Creek near Schnecksville, PA;40.66176219;-75.626854;USGS01451800
01452000;Jordan Creek at Allentown, PA;40.62315267;-75.4824053;USGS01452000
01452500;Monocacy Creek at Bethlehem, PA;40.6412091;-75.37934709;USGS01452500
01453000;Lehigh River at Bethlehem, PA;40.6153761;-75.3787914;USGS01453000
01454700;Lehigh River at Glendon, PA;40.6692656;-75.23628808;USGS01454700
01455400;Lake Hopatcong at Landing NJ;40.9175;-74.6641667;USGS01455400
01455500;Musconetcong River at outlet of Lake Hopatcong NJ;40.9172222;-74.6655556;USGS01455500
01457000;Musconetcong River near Bloomsbury NJ;40.6722222;-75.0608333;USGS01457000
01457500;Delaware River at Riegelsville NJ;40.5947222;-75.1897222;USGS01457500
01458500;Delaware River at Frenchtown NJ;40.5261111;-75.065;USGS01458500
01459500;Tohickon Creek near Pipersville, PA;40.4337151;-75.1165609;USGS01459500
01460440;Delaware and Raritan Canal at Port Mercer NJ;40.30444444;-74.685;USGS01460440
01460595;Del & Rar Canal at Landing La at New Brunswick NJ;40.50777778;-74.4641667;USGS01460595
01460880;Lockatong Creek at Raven Rock NJ;40.4161111;-75.01777778;USGS01460880
01461500;Delaware River at Stockton NJ;40.40277778;-74.9794444;USGS01461500
01462000;Delaware River at Lambertville NJ;40.3647222;-74.94888889;USGS01462000
01462500;Delaware River at Washington Crossing NJ;40.295;-74.8680556;USGS01462500
01463500;Delaware River at Trenton NJ;40.22166667;-74.7780556;USGS01463500
01463620;Assunpink Creek near Clarksville NJ;40.2697222;-74.6719444;USGS01463620
01463740;Shabakunk C at Sylva Lake Dam at Ewingville NJ;40.2711111;-74.7733333;USGS01463740
01463882;Assunpink Creek below STP near Mercerville NJ;40.2475;-74.72777778;USGS01463882
01464000;Assunpink Creek at Trenton NJ;40.22416667;-74.7491667;USGS01464000
01464500;Crosswicks Creek at Extonville NJ;40.1372222;-74.6;USGS01464500
01464645;NB Neshaminy Cr bl Lake Galena nr New Britain, PA;40.31232805;-75.2065626;USGS01464645
01464720;NB Neshaminy Creek at Chalfont, PA;40.28816188;-75.20378458;USGS01464720
01464750;Neshaminy Creek near Rushland, PA;40.26038549;-75.0348915;USGS01464750
01464907;Little Neshaminy C at Valley Road nr Neshaminy PA;40.22927456;-75.119616;USGS01464907
01465200;Neshaminy Creek near Penns Park, PA;40.25184167;-75.0087083;USGS01465200
01465500;Neshaminy Creek near Langhorne, PA;40.1739982;-74.9568342;USGS01465500
01465798;Poquessing Creek at Grant Ave. at Philadelphia, PA;40.05705567;-74.9851694;USGS01465798
01465850;South Branch Rancocas Creek at Vincentown NJ;39.94;-74.7630556;USGS01465850
01465880;Southwest Branch Rancocas Creek at Medford NJ;39.89527778;-74.8236111;USGS01465880
01466500;McDonalds Branch in Byrne State Forest NJ;39.885;-74.50527778;USGS01466500
01466900;Greenwood Branch at New Lisbon NJ;39.9561111;-74.62777778;USGS01466900
01467000;North Branch Rancocas Creek at Pemberton NJ;39.97;-74.6844444;USGS01467000
01467005;NB Rancocas C at Iron Works Park at Mount Holly NJ;39.99305556;-74.78138889;USGS01467005
014670261;Delaware River nr Pennypack Woods, PA;40.0385;-74.9936111;USGS014670261
01467031;Pennypack Creek at Horsham, PA;40.1772222;-75.1219444;USGS01467031
01467036;Pennypack Creek trib at Hatboro, PA;40.1809422;-75.11211669;USGS01467036
01467039;Pennypack Creek near Willow Grove, PA;40.15138889;-75.0758333;USGS01467039
014670413;Pennypack Creek at Bethayres, PA;40.11277778;-75.0730556;USGS014670413
01467042;Pennypack Creek at Pine Road, at Philadelphia, PA;40.08983289;-75.0690611;USGS01467042
01467048;Pennypack Cr at Lower Rhawn St Bdg, Phila., PA;40.05011137;-75.0326713;USGS01467048
01467081;South Branch Pennsauken Creek at Cherry Hill NJ;39.94166667;-75.0011111;USGS01467081
01467086;Tacony Creek ab Adams Avenue, Philadelphia, PA;40.04650038;-75.11073008;USGS01467086
01467087;Frankford Creek at Castor Ave, Philadelphia, PA;40.0159454;-75.0968411;USGS01467087
01467150;Cooper River at Haddonfield NJ;39.90305556;-75.02138889;USGS01467150
01467200;Delaware R at Ben Franklin Bridge at Philadelphia;39.95400165;-75.1373987;USGS01467200
01467688;WB Schuylkill River ab Pine Knot Disch at Duncott;40.70422839;-76.2493078;USGS01467688
01467691;Oak Hill Disch 200 m bl Borehole at Duncott;40.7021228;-76.251244;USGS01467691
01467752;WB Schuylkill River ab West Cr near Pottsville, PA;40.6686861;-76.2364222;USGS01467752
01467861;West Cr West Branch Schuylkill near Pottsville, PA;40.6687722;-76.2379444;USGS01467861
01468500;Schuylkill River at Landingville, PA;40.6292577;-76.1246622;USGS01468500
01469500;Little Schuylkill River at Tamaqua, PA;40.80703327;-75.97187089;USGS01469500
01470500;Schuylkill River at Berne, PA;40.5225932;-75.99826819;USGS01470500
01470755;Maiden Creek near Virginville, PA;40.52537159;-75.8749251;USGS01470755
01470779;Tulpehocken Creek near Bernville, PA;40.4134258;-76.1716128;USGS01470779
01470870;Blue Marsh Lake near Bernville, PA;40.37925936;-76.0327163;USGS01470870
01470960;Tulpehocken Cr at Blue Marsh Damsite near Reading;40.3706482;-76.0252159;USGS01470960
01471000;Tulpehocken Creek near Reading, PA;40.36898166;-75.9791015;USGS01471000
01471510;Schuylkill River at Reading, PA;40.3348149;-75.93632;USGS01471510
01471875;Manatawny Creek near Spangsville, PA;40.339538;-75.7421359;USGS01471875
01472000;Schuylkill River at Pottstown, PA;40.2417631;-75.6515752;USGS01472000
01472104;Schuylkill River at Vincent Dam at Linfield, PA;40.20621166;-75.5654631;USGS01472104
01472157;French Creek near Phoenixville, PA;40.15149064;-75.601305;USGS01472157
01472198;Perkiomen Creek at East Greenville, PA;40.39398789;-75.51545918;USGS01472198
01472199;West Branch Perkiomen Creek at Hillegass, PA;40.3739879;-75.5224034;USGS01472199
01472620;East Branch Perkiomen Creek near Dublin, PA;40.40399276;-75.2343416;USGS01472620
01472810;East Branch Perkiomen Creek near Schwenksville, PA;40.2587137;-75.4287873;USGS01472810
01473000;Perkiomen Creek at Graterford, PA;40.22954725;-75.451567;USGS01473000
01473169;Valley Creek at PA Turnpike Br near Valley Forge;40.07927367;-75.46074808;USGS01473169
014731969;E Un Trib Trout Ck US confluence nr Valley Forge;40.08952778;-75.4222222;USGS014731969
014731995;Trout Ck btwn Gulph & Richards Rds nr Valley Forge;40.09125;-75.4219722;USGS014731995
01473205;Trout Ck US Rt 23 near Valley Forge,PA;40.09743056;-75.4192;USGS01473205
01473500;Schuylkill River at Norristown, PA;40.11121934;-75.3468502;USGS01473500
01473900;Wissahickon Creek at Fort Washington, PA;40.1239987;-75.2198992;USGS01473900
01474000;Wissahickon Creek at Mouth, Philadelphia, PA;40.01539;-75.2068459;USGS01474000
01474500;Schuylkill River at Philadelphia, PA;39.9678905;-75.1885123;USGS01474500
01474703;Delaware River at Fort Mifflin at Philadelphia, PA;39.8792798;-75.20268029;USGS01474703
01475001;Mantua Creek at East Holly Avenue at Pitman NJ;39.73888889;-75.1144444;USGS01475001
01475530;Cobbs Cr at U.S. Hghwy No. 1 at Philadelphia, PA;39.97483455;-75.2799067;USGS01475530
014755456;Naylor Creek at Upper Darby, PA;39.96586667;-75.2964972;USGS014755456
01475548;Cobbs Creek at Mt. Moriah Cemetery, Philadelphia;39.9327861;-75.2376361;USGS01475548
01475850;Crum Creek near Newtown Square, PA;39.97649897;-75.4365864;USGS01475850
01476480;Ridley Creek at Media, PA;39.9162225;-75.4032496;USGS01476480
01477000;Chester Creek near Chester, PA;39.8690009;-75.4082494;USGS01477000
01477050;Delaware River at Chester, PA;39.83677934;-75.36630199;USGS01477050
01477120;Raccoon Creek near Swedesboro NJ;39.74055556;-75.2591667;USGS01477120
01477800;SHELLPOT CREEK AT WILMINGTON, DE;39.7609722;-75.5186944;USGS01477800
01478000;CHRISTINA RIVER AT COOCHS BRIDGE, DE;39.63738889;-75.72788889;USGS01478000
01478120;East Branch White Clay Creek at Avondale, PA;39.8284429;-75.780773;USGS01478120
01478245;White Clay Creek near Strickersville, PA;39.7475;-75.7708333;USGS01478245
01478650;WHITE CLAY CREEK AT NEWARK, DE;39.6892222;-75.74875;USGS01478650
01479000;WHITE CLAY CREEK NEAR NEWARK, DE;39.6992222;-75.67502778;USGS01479000
01479820;Red Clay Creek near Kennett Square, PA;39.81677739;-75.6916008;USGS01479820
01480000;RED CLAY CREEK AT WOODDALE, DE;39.76280556;-75.6365;USGS01480000
01480015;RED CLAY CREEK NEAR STANTON, DE;39.71575;-75.6399444;USGS01480015
01480017;RED CLAY CREEK TRIBUTARY AT MARSHALLTON, DE;39.72741667;-75.6518611;USGS01480017
01480065;CHRISTINA RIVER AT NEWPORT, DE;39.71063889;-75.6087222;USGS01480065
01480120;CHRISTINA RIVER AT WILMINGTON, DE;39.7362245;-75.540172;USGS01480120
01480300;West Branch Brandywine Creek near Honey Brook, PA;40.07287916;-75.8607744;USGS01480300
01480399;Chambers Lake near Wagontown, PA;40.02788158;-75.8505006;USGS01480399
01480400;Birch Run near Wagontown, PA;40.0273261;-75.8449449;USGS01480400
01480500;West Branch Brandywine Creek at Coatesville, PA;39.98566144;-75.8274467;USGS01480500
01480617;West Branch Brandywine Creek at Modena, PA;39.9617734;-75.8013341;USGS01480617
01480638;Broad Run at Northbrook, PA;39.9303864;-75.6846599;USGS01480638
01480675;Marsh Creek near Glenmoore, PA;40.09787927;-75.74159878;USGS01480675
01480685;Marsh Creek near Downingtown, PA;40.05538195;-75.71632459;USGS01480685
01480700;East Branch Brandywine Creek near Downingtown, PA;40.03482757;-75.7085488;USGS01480700
01480870;East Branch Brandywine Creek below Downingtown, PA;39.9687191;-75.6732715;USGS01480870
01481000;Brandywine Creek at Chadds Ford, PA;39.8698328;-75.5932623;USGS01481000
01481500;BRANDYWINE CREEK AT WILMINGTON, DE;39.7695;-75.5766944;USGS01481500
01482170;DELAWARE RIVER AT NEW CASTLE, DE;39.65680556;-75.562;USGS01482170
01482500;Salem River at Woodstown NJ;39.64388889;-75.33027778;USGS01482500
01482800;Delaware River at Reedy Island Jetty, DE;39.5009454;-75.5682589;USGS01482800
01483155;SILVER LAKE TRIBUTARY AT MIDDLETOWN, DE;39.4309722;-75.7094722;USGS01483155
01483177;APPOQUINIMINK RIVER NEAR ODESSA, DE;39.46594444;-75.61352778;USGS01483177
01483200;BLACKBIRD CREEK AT BLACKBIRD, DE;39.36627778;-75.66938889;USGS01483200
01483510;GARRISONS LAKE NEAR CHESWOLD, DE;39.24430556;-75.58838889;USGS01483510
01483700;ST JONES RIVER AT DOVER, DE;39.1637222;-75.5190833;USGS01483700
01484080;MURDERKILL RIVER AT FREDERICA, DE;39.0105;-75.4583056;USGS01484080
01484085;MURDERKILL RIVER AT BOWERS, DE;39.05830556;-75.3976111;USGS01484085
01484100;BEAVERDAM BRANCH AT HOUSTON, DE;38.90577778;-75.51275;USGS01484100
01484143;HAVEN LAKE OUTLET AT MILFORD, DE;38.91291667;-75.4441667;USGS01484143
01484525;MILLSBORO POND OUTLET AT MILLSBORO, DE;38.59455556;-75.29102778;USGS01484525
01484540;INDIAN RIVER AT ROSEDALE BEACH, DE;38.59152778;-75.2115833;USGS01484540
01484549;VINES CREEK NEAR DAGSBORO, DE;38.55638889;-75.2031667;USGS01484549
01484670;REHOBOTH BAY AT DEWEY BEACH, DE;38.6942222;-75.0842222;USGS01484670
01484680;MASSEY DITCH AT MASSEY LANDING, DE;38.62538999;-75.0996265;USGS01484680
01484683;INDIAN RIVER BAY INLET NEAR BETHANY BEACH, DE;38.6098333;-75.068;USGS01484683
01484690;UNNAMED DTCH ON FRED HUDSON RD AT BETHANY BCH, DE;38.55544444;-75.0634444;USGS01484690
01484695;BEAVERDAM DITCH NEAR MILLVILLE, DE;38.52144444;-75.13338889;USGS01484695
01484696;JEFFERSON CREEK AT SOUTH BETHANY, DE;38.51355556;-75.0623333;USGS01484696
01484701;LITTLE ASSAWOMAN BAY AT FENWICK ISLAND, DE;38.4549722;-75.0583333;USGS01484701
0148471320;BIRCH BRANCH AT SHOWELL, MD;38.4093333;-75.21238889;USGS0148471320
01484746;CHINCOTEAGUE BAY INLET AT CHINCOTEAGUE, VA;37.90238889;-75.40788889;USGS01484746
01484812;NASSAWADOX CREEK AB CHURCH CRK NR SILVER BEACH, VA;37.4763333;-75.9352222;USGS01484812
01485000;POCOMOKE RIVER NEAR WILLARDS, MD;38.38888889;-75.3244444;USGS01485000
01485500;NASSAWANGO CREEK NEAR SNOW HILL, MD;38.22891667;-75.4714444;USGS01485500
01486000;MANOKIN BRANCH NEAR PRINCESS ANNE, MD;38.21388889;-75.67138889;USGS01486000
01486500;BEAVERDAM CREEK NEAR SALISBURY, MD;38.3531111;-75.5725556;USGS01486500
01487000;NANTICOKE RIVER NEAR BRIDGEVILLE, DE;38.7283333;-75.5618611;USGS01487000
01487150;BUCKS BRANCH NEAR ATLANTA, DE;38.6914722;-75.63488889;USGS01487150
01487170;HEARNS POND NEAR SEAFORD, DE;38.68005556;-75.5944722;USGS01487170
01488110;NANTICOKE RIVER AT SHARPTOWN, MD;38.54400436;-75.7199316;USGS01488110
01488500;MARSHYHOPE CREEK NEAR ADAMSVILLE, DE;38.84969444;-75.6731111;USGS01488500
01490000;CHICAMACOMICO RIVER NEAR SALEM, MD;38.51166667;-75.8799167;USGS01490000
01490200;FARM CREEK NEAR TODDVILLE, MD;38.3184722;-76.0885556;USGS01490200
01491000;CHOPTANK RIVER NEAR GREENSBORO, MD;38.99719444;-75.7858056;USGS01491000
01491500;TUCKAHOE CREEK NEAR RUTHSBURG, MD;38.96680556;-75.9430556;USGS01491500
01492500;SALLIE HARRIS CREEK NEAR CARMICHAEL, MD;38.96488889;-76.1088333;USGS01492500
01493000;UNICORN BRANCH NEAR MILLINGTON, MD;39.24969444;-75.8613056;USGS01493000
01493112;CHESTERVILLE BRANCH NEAR CRUMPTON, MD;39.25705556;-75.94013889;USGS01493112
01493500;MORGAN CREEK NEAR KENNEDYVILLE, MD;39.28002778;-76.0145556;USGS01493500
01494150;THREE BRIDGES BRANCH AT CENTREVILLE, MD;39.0540833;-76.0546667;USGS01494150
01494850;East Branch Big Elk Creek at Forestville, PA;39.8223306;-75.8968883;USGS01494850
01495000;BIG ELK CREEK AT ELK MILLS, MD;39.6675833;-75.8255833;USGS01495000
01499500;EAST SIDNEY LAKE AT EAST SIDNEY NY;42.32785936;-75.2279492;USGS01499500
01500000;OULEOUT CREEK AT EAST SIDNEY NY;42.3333333;-75.235;USGS01500000
01500500;SUSQUEHANNA RIVER AT UNADILLA NY;42.32138889;-75.3166667;USGS01500500
01502500;UNADILLA RIVER AT ROCKDALE NY;42.37777778;-75.4061111;USGS01502500
01502632;SUSQUEHANNA RIVER AT BAINBRIDGE NY;42.29138889;-75.47638889;USGS01502632
01502731;SUSQUEHANNA RIVER AT WINDSOR NY;42.0747222;-75.63777778;USGS01502731
01503000;SUSQUEHANNA RIVER AT CONKLIN NY;42.03527778;-75.8030556;USGS01503000
01503500;SUSQUEHANNA RIVER AT BINGHAMTON NY;42.0925;-75.9147222;USGS01503500
01505000;CHENANGO RIVER AT SHERBURNE NY;42.6786111;-75.5105556;USGS01505000
01505810;CHENANGO RIVER AT OXFORD NY;42.44166667;-75.59638889;USGS01505810
01507000;CHENANGO RIVER AT GREENE NY;42.32444444;-75.77138889;USGS01507000
01509000;TIOUGHNIOGA RIVER AT CORTLAND NY;42.60277778;-76.1594444;USGS01509000
01509520;TIOUGHNIOGA RIVER AT LISLE NY;42.34944444;-75.9991667;USGS01509520
01510000;OTSELIC RIVER AT CINCINNATUS NY;42.5411111;-75.8997222;USGS01510000
01511000;WHITNEY POINT LAKE AT WHITNEY POINT NY;42.3428513;-75.9654778;USGS01511000
01511500;TIOUGHNIOGA RIVER AT ITASKA NY;42.29805556;-75.90888889;USGS01511500
01512500;CHENANGO RIVER NEAR CHENANGO FORKS NY;42.21805556;-75.8483333;USGS01512500
01513500;SUSQUEHANNA RIVER AT VESTAL NY;42.0908333;-76.0561111;USGS01513500
01513550;Choconut Creek near Choconut, PA;41.96277778;-76.00138889;USGS01513550
01513831;SUSQUEHANNA RIVER AT OWEGO NY;42.0972222;-76.26638889;USGS01513831
01514000;OWEGO CREEK NEAR OWEGO NY;42.12916667;-76.2705556;USGS01514000
01514850;Wappansening Creek near Windham Center, PA;41.97416667;-76.3322222;USGS01514850
01515000;SUSQUEHANNA RIVER NEAR WAVERLY NY;41.9847222;-76.5011111;USGS01515000
01516350;Tioga River near Mansfield, PA;41.7970183;-77.0802457;USGS01516350
01516500;Corey Creek near Mainesburg, PA;41.79090746;-77.0146877;USGS01516500
01517900;Tioga Lake at Tioga Dam at Tioga, PA;41.89924039;-77.1388602;USGS01517900
01518000;Tioga River at Tioga, PA;41.90840709;-77.1294154;USGS01518000
01518420;Crooked Cr bl Catlin Hollow at Middlebury Center;41.842573;-77.27330909;USGS01518420
01518498;Hammond Lake at Hammond Dam at Tioga, PA;41.89896258;-77.1474716;USGS01518498
01518700;Tioga River at Tioga Junction, PA;41.95257385;-77.1152486;USGS01518700
01518862;Cowanesque River at Westfield, PA;41.92312576;-77.5319298;USGS01518862
01519200;Cowanesque River at Elkland, PA;41.9875728;-77.3022014;USGS01519200
01519995;Cowanesque Lake at Lawrenceville, PA;41.98479599;-77.1510839;USGS01519995
01520000;Cowanesque River near Lawrenceville, PA;41.99674048;-77.1399724;USGS01520000
01520500;TIOGA RIVER AT LINDLEY NY;42.0286111;-77.1322222;USGS01520500
01521000;ARKPORT RESERVOIR NEAR ARKPORT NY;42.39590205;-77.7186048;USGS01521000
01521500;CANISTEO RIVER AT ARKPORT NY;42.3958333;-77.71138889;USGS01521500
01523000;ALMOND LAKE NEAR ALMOND NY;42.3489582;-77.70249279;USGS01523000
01523500;CANACADEA CREEK NEAR HORNELL NY;42.3347222;-77.6830556;USGS01523500
01524500;CANISTEO RIVER BELOW CANACADEA CREEK AT HORNELL NY;42.31388889;-77.6511111;USGS01524500
01525500;CANISTEO RIVER AT WEST CAMERON NY;42.2222222;-77.41777778;USGS01525500
01525981;TUSCARORA CREEK ABOVE SOUTH ADDISON NY;42.0722222;-77.29888889;USGS01525981
01526500;TIOGA RIVER NEAR ERWINS NY;42.1211111;-77.1291667;USGS01526500
01527500;COHOCTON RIVER AT AVOCA NY;42.39777778;-77.4175;USGS01527500
01528320;COHOCTON RIVER AT BATH NY;42.3433333;-77.34388889;USGS01528320
01529500;COHOCTON RIVER NEAR CAMPBELL NY;42.2525;-77.2166667;USGS01529500
01529950;CHEMUNG RIVER AT CORNING NY;42.14638889;-77.0575;USGS01529950
01530332;CHEMUNG RIVER AT ELMIRA NY;42.08638889;-76.8011111;USGS01530332
01531000;CHEMUNG RIVER AT CHEMUNG NY;42.0022222;-76.6347222;USGS01531000
01531250;NB Sugar Creek Trib near Columbia Cross Roads, PA;41.84035215;-76.8269019;USGS01531250
01531325;Sugar Creek at West Burlington, PA;41.76055556;-76.675;USGS01531325
01531500;Susquehanna River at Towanda, PA;41.76535278;-76.4407743;USGS01531500
01531908;Towanda Creek near Franklindale, PA;41.69777778;-76.5786111;USGS01531908
01532000;Towanda Creek near Monroeton, PA;41.7070195;-76.4846654;USGS01532000
01533400;Susquehanna River at Meshoppen, PA;41.60729826;-76.0502031;USGS01533400
01534000;Tunkhannock Creek near Tunkhannock, PA;41.55841008;-75.89464168;USGS01534000
01534180;Stillwater Lake near Forest City, PA;41.696194;-75.48573929;USGS01534180
01534300;Lackawanna River near Forest City, PA;41.67980547;-75.47184988;USGS01534300
01534490;Aylesworth Creek Lake at Jermyn, PA;41.522304;-75.5296295;USGS01534490
01534500;Lackawanna River at Archbald, PA;41.5045259;-75.54213;USGS01534500
01534860;Lackawanna R bl Leggetts Creek at Scranton, PA;41.44119115;-75.6421337;USGS01534860
01536000;Lackawanna River at Old Forge, PA;41.35924619;-75.744359;USGS01536000
01536500;Susquehanna River at Wilkes-Barre, PA;41.2509149;-75.8807518;USGS01536500
01538000;Wapwallopen Creek near Wapwallopen, PA;41.0592504;-76.0935397;USGS01538000
01538700;Susquehanna River at Bloomsburg, PA;40.9939757;-76.4399451;USGS01538700
01539000;Fishing Creek near Bloomsburg, PA;41.07814118;-76.4310555;USGS01539000
01539700;Little Fishing Creek near Bloomsburg, PA;41.04036426;-76.4832805;USGS01539700
01540000;Fishing Creek at Bloomsburg, PA.;41.0025869;-76.4630016;USGS01540000
01540500;Susquehanna River at Danville, PA;40.95814218;-76.6191222;USGS01540500
01541000;West Branch Susquehanna River at Bower, PA;40.89700655;-78.6769726;USGS01541000
01541180;Curwensville Lake near Curwensville, PA;40.9536696;-78.5275242;USGS01541180
01541200;WB Susquehanna River near Curwensville, PA;40.9614471;-78.5191906;USGS01541200
01541303;West Branch Susquehanna River at Hyde, PA;41.00450158;-78.4566886;USGS01541303
01541340;Glendale Lake near Flinton, PA;40.6972862;-78.5372437;USGS01541340
01541500;Clearfield Creek at Dimeling, PA;40.97172406;-78.4058533;USGS01541500
01542500;WB Susquehanna River at Karthaus, PA;41.11755906;-78.108896;USGS01542500
01542810;Waldy Run near Emporium, PA;41.57895225;-78.2925121;USGS01542810
01543000;Driftwood Br Sinnemahoning Cr at Sterling Run, PA;41.4133959;-78.1969524;USGS01543000
01543500;Sinnemahoning Creek at Sinnemahoning, PA;41.31728467;-78.1030596;USGS01543500
01543693;East Fork Sinnemahoning at Wharton Township, PA;41.54138889;-77.9802778;USGS01543693
01543700;First Fork Sinnemahoning Creek at Wharton, PA;41.5189536;-78.0275013;USGS01543700
01543900;First Fork Sinnemahoning Creek Reservoir;41.40700836;-78.0191672;USGS01543900
01544000;First Fork Sinnemahoning Cr near Sinnemahoning, PA;41.4017305;-78.0241674;USGS01544000
01544500;Kettle Creek at Cross Fork, PA;41.4758994;-77.8258251;USGS01544500
01544800;Kettle Cr Lake at Kettle Cr Dam near Westport, PA;41.3603424;-77.9238847;USGS01544800
01545000;Kettle Creek near Westport, PA;41.31950954;-77.873882;USGS01545000
01545500;West Branch Susquehanna River at Renovo, PA;41.32367797;-77.7499869;USGS01545500
01545600;Young Womans Creek near Renovo, PA;41.38951168;-77.6908191;USGS01545600
01545800;WB Susquehanna River at Lock Haven, PA;41.1381245;-77.441926;USGS01545800
01546400;Spring Creek at Houserville, PA;40.8336726;-77.82750108;USGS01546400
01546500;Spring Creek near Axemann, PA;40.88978334;-77.794168;USGS01546500
01547100;Spring Creek at Milesburg, PA;40.9317273;-77.7855575;USGS01547100
01547200;Bald Eagle Creek bl Spring Creek at Milesburg, PA;40.943116;-77.78639109;USGS01547200
01547480;Foster Joseph Sayers Lake near Blanchard, PA;41.04811998;-77.6094383;USGS01547480
01547500;Bald Eagle Creek at Blanchard, PA;41.05173127;-77.6044379;USGS01547500
01547700;Marsh Creek at Blanchard, PA;41.05950916;-77.6058264;USGS01547700
01547950;Beech Creek at Monument, PA;41.1117307;-77.7022159;USGS01547950
01548005;Bald Eagle Creek near Beech Creek Station, PA;41.0808995;-77.54943419;USGS01548005
01548303;Straight Run, Site 1, at Marsh Creek, PA;41.78479405;-77.4019232;USGS01548303
01548500;Pine Creek at Cedar Run, PA;41.52173586;-77.4474798;USGS01548500
01549500;Blockhouse Creek near English Center, PA;41.47368336;-77.230809;USGS01549500
01549700;Pine Creek bl L Pine Creek near Waterville, PA;41.273683;-77.32414028;USGS01549700
01549760;WB Susquehanna River at Jersey Shore, PA;41.2022951;-77.2510812;USGS01549760
01550000;Lycoming Creek near Trout Run, PA;41.41840957;-77.03274598;USGS01550000
01550500;Lycoming Creek near Williamsport, PA;41.2670217;-77.04663479;USGS01550500
01551500;WB Susquehanna River at Williamsport, PA;41.23618985;-76.996634;USGS01551500
01552000;Loyalsock Creek at Loyalsockville, PA;41.32507836;-76.91246379;USGS01552000
01552500;Muncy Creek near Sonestown, PA;41.35702418;-76.5346708;USGS01552500
01553005;Muncy Creek near Muncy, PA;41.20758197;-76.7521806;USGS01553005
01553025;West Branch Susquehanna River at Allenwood, PA;41.10805556;-76.89;USGS01553025
01553240;W Br Susquehanna River at West Milton, PA;41.0186959;-76.8649637;USGS01553240
01553500;West Branch Susquehanna River at Lewisburg, PA;40.96758498;-76.8763543;USGS01553500
01553700;Chillisquaque Creek at Washingtonville, PA;41.0617522;-76.68023479;USGS01553700
01553850;Chillisquaque Creek near Potts Grove, PA;40.97444444;-76.8;USGS01553850
01553990;Susquehanna River above Dam at Sunbury, PA;40.8528628;-76.8024666;USGS01553990
01554000;Susquehanna River at Sunbury, PA;40.8345293;-76.8266349;USGS01554000
01555000;Penns Creek at Penns Creek, PA;40.86674917;-77.0483088;USGS01555000
01555500;East Mahantango Creek near Dalmatia, PA;40.61119589;-76.9119198;USGS01555500
01556000;Frankstown Br Juniata River at Williamsburg, PA;40.4631283;-78.199732;USGS01556000
01557500;Bald Eagle Creek at Tyrone, PA;40.6836733;-78.23362439;USGS01557500
01558000;Little Juniata River at Spruce Creek, PA;40.61256655;-78.1405645;USGS01558000
01559000;Juniata River at Huntingdon, PA;40.4847958;-78.01889269;USGS01559000
01559790;Raystown Branch Juniata River at Wolfsburg, PA;40.04591376;-78.5289068;USGS01559790
01560000;Dunning Creek at Belden, PA;40.07174679;-78.4925172;USGS01560000
01562000;Raystown Branch Juniata River at Saxton, PA;40.21591249;-78.2652901;USGS01562000
01563100;Raystown Lake near Huntingdon, PA;40.4350748;-78.0066697;USGS01563100
01563200;Rays Br Juniata R bl Rays Dam nr Huntingdon, PA;40.42896398;-77.9911135;USGS01563200
01563500;Juniata River at Mapleton Depot, PA;40.39229876;-77.93499988;USGS01563500
01564500;Aughwick Creek near Three Springs, PA;40.21258144;-77.9252764;USGS01564500
01564512;Aughwick Creek near Shirleysburg, PA;40.2820244;-77.890553;USGS01564512
01564895;Juniata River at Lewistown, PA;40.59451734;-77.5824931;USGS01564895
01565000;Kishacoquillas Creek at Reedsville, PA;40.65479256;-77.5830499;USGS01565000
01566000;Tuscarora Creek near Port Royal, PA;40.5153564;-77.41915568;USGS01566000
01567000;Juniata River at Newport, PA;40.47841677;-77.1291484;USGS01567000
01567500;Bixler Run near Loysville, PA;40.37091615;-77.402209;USGS01567500
01568000;Sherman Creek at Shermans Dale, PA;40.32341928;-77.1688703;USGS01568000
01570000;Conodoguinet Creek near Hogestown, PA;40.2522222;-77.0211111;USGS01570000
01570500;Susquehanna River at Harrisburg, PA;40.25481164;-76.8860846;USGS01570500
01571005;Paxton Creek near Glenwood, PA;40.3061111;-76.8555556;USGS01571005
01571184;Mountain Creek near Pine Grove Furnace, PA;40.0309245;-77.3085949;USGS01571184
01571500;Yellow Breeches Creek near Camp Hill, PA;40.22481237;-76.8980293;USGS01571500
01572025;Swatara Creek near Pine Grove, PA;40.53258999;-76.4021793;USGS01572025
